code_postal,n,lat,long
G8Y3G4,2,NA,NA
G8Y3G7,2,NA,NA
G8Y3H7,2,NA,NA
G8Y3K7,2,NA,NA
G8Y3L1,2,NA,NA
G8Y3L5,2,NA,NA
G8Y3M8,3,NA,NA
G8Y3P6,3,NA,NA
G8Y3P8,2,NA,NA
G8Y3R6,1,NA,NA
G8Y3S9,1,NA,NA
G8Y3V6,1,NA,NA
G8Y3W8,1,NA,NA
G8Y3X4,1,NA,NA
G8Y3Y4,1,NA,NA
G8Y3Z2,2,NA,NA
G8Y4B1,3,NA,NA
G8Y4B4,2,NA,NA
G8Y4B5,1,NA,NA
G8Y4B6,2,NA,NA
G8Y4C2,1,NA,NA
G8Y4E8,1,NA,NA
G8Y4G4,1,NA,NA
G8Y4H3,4,NA,NA
G8Y4K7,2,NA,NA
G8Y4M1,1,NA,NA
G8Y4M2,1,NA,NA
G8Y4M5,2,NA,NA
G8Y4P1,2,NA,NA
G8Y4P4,1,NA,NA
G8Y4S1,1,NA,NA
G8Y4T6,1,NA,NA
G8Y4V1,1,NA,NA
G8Y4V7,1,NA,NA
G8Y4X3,2,NA,NA
G8Y4X8,1,NA,NA
G8Y4Y3,1,NA,NA
G8Y4Y6,1,NA,NA
G8Y5A6,1,NA,NA
G8Y5A7,1,NA,NA
G8Y5E4,2,NA,NA
G8Y5E7,1,NA,NA
G8Y5G3,2,NA,NA
G8Y5G7,1,NA,NA
G8Y5G9,1,NA,NA
G8Y5H1,1,NA,NA
G8Y5H3,2,NA,NA
G8Y5J6,2,NA,NA
G8Y5K2,2,NA,NA
G8Y5K3,3,NA,NA
G8Y5L4,2,NA,NA
G8Y5L6,1,NA,NA
G8Y5M2,5,NA,NA
G8Y5N3,1,NA,NA
G8Y5P3,1,NA,NA
G8Y5R3,2,NA,NA
G8Y5R6,1,NA,NA
G8Y5R7,2,NA,NA
G8Y5R9,1,NA,NA
G8Y5S2,1,NA,NA
G8Y5S7,1,NA,NA
G8Y5T2,1,NA,NA
G8Y5T3,1,NA,NA
G8Y5V2,1,NA,NA
G8Y5X1,2,NA,NA
G8Y5Y3,1,NA,NA
G8Y5Y9,1,NA,NA
G8Y6A5,1,NA,NA
G8Y6A7,1,NA,NA
G8Y6A8,2,46.3549551,-72.5798419
G8Y6B8,1,NA,NA
G8Y6B9,1,NA,NA
G8Y6C5,2,NA,NA
G8Y6E1,1,NA,NA
G8Y6E9,3,NA,NA
G8Y6G9,1,NA,NA
G8Y6H1,1,NA,NA
G8Y6J1,2,NA,NA
G8Y6K9,2,NA,NA
G8Y6L1,1,NA,NA
G8Y6L5,2,NA,NA
G8Y6N7,1,NA,NA
G8Y6N8,3,NA,NA
G8Y6P3,1,NA,NA
G8Y6P5,1,NA,NA
G8Y6P7,1,NA,NA
G8Y6S3,1,NA,NA
G8Y6S7,2,NA,NA
G8Y6S9,1,NA,NA
G8Y6T2,1,NA,NA
G8Y6T5,5,NA,NA
G8Y6T6,1,NA,NA
G8Y6T9,3,NA,NA
G8Y6V1,5,NA,NA
G8Y6V6,2,NA,NA
G8Y6V9,2,NA,NA
G8Y6X1,2,46.3501152,-72.6168928
G8Y6X6,2,NA,NA
G8Y6Y4,3,NA,NA
G8Y6Y7,3,NA,NA
G8Y6Z4,1,NA,NA
G8Y6Z7,2,NA,NA
G8Y6Z8,2,46.3780957,-72.6121998
G8Y7A2,3,NA,NA
G8Y7A8,2,NA,NA
G8Y7B1,1,NA,NA
G8Y7B6,1,46.34815535,-72.5591368
G8Y7B8,4,NA,NA
G8Y7C1,1,NA,NA
G8Y7C2,1,NA,NA
G8Y7C4,4,NA,NA
G8Y7C8,1,NA,NA
G8Y7E5,1,NA,NA
G8Y7G5,3,NA,NA
G8Y7H2,5,NA,NA
G8Y7J1,2,NA,NA
G8Y7J4,2,NA,NA
G8Y7J6,2,NA,NA
G8Y7K3,1,NA,NA
G8Y7K9,2,46.3499117,-72.6126132
G8Y7L1,1,NA,NA
G8Y7L2,1,NA,NA
G8Y7N6,3,NA,NA
G8Y7P3,2,NA,NA
G8Y7R3,1,NA,NA
G8Y7R7,1,NA,NA
G8Y7S3,1,NA,NA
G8Z0A8,4,46.34471623333333,-72.5601241
G8Z0B2,9,NA,NA
G8Z1A5,1,NA,NA
G8Z1A8,3,NA,NA
G8Z1B3,2,NA,NA
G8Z1B4,2,NA,NA
G8Z1B5,4,46.3624487,-72.5669165
G8Z1C8,1,NA,NA
G8Z1H9,1,NA,NA
G8Z1J7,2,NA,NA
G8Z1J9,4,NA,NA
G8Z1K3,1,NA,NA
G8Z1K5,1,NA,NA
G8Z1K8,1,NA,NA
G8Z1M7,1,NA,NA
G8Z1M8,1,NA,NA
G8Z1N3,2,NA,NA
G8Z1S1,2,NA,NA
G8Z1T7,2,46.34386785,-72.5513424
G8Z1T9,2,NA,NA
G8Z1V3,1,NA,NA
G8Z1V4,2,46.348178680000004,-72.57016632999999
G8Z1Y9,1,NA,NA
G8Z1Z4,2,NA,NA
G8Z2B6,1,NA,NA
G8Z2B9,3,NA,NA
G8Z2C1,1,NA,NA
G8Z2C2,1,NA,NA
G8Z2C5,2,NA,NA
G8Z2E2,1,NA,NA
G8Z2G7,2,NA,NA
G8Z2J7,1,NA,NA
G8Z2J9,2,NA,NA
G8Z2K5,2,NA,NA
G8Z2K7,2,NA,NA
G8Z2L3,1,NA,NA
G8Z2L9,1,NA,NA
G8Z2M2,1,NA,NA
G8Z2M8,1,NA,NA
G8Z2N6,1,46.353054,-72.5563633
G8Z2P2,1,NA,NA
G8Z2X4,2,NA,NA
G8Z2Z6,1,NA,NA
G8Z3B7,2,NA,NA
G8Z3B8,1,NA,NA
G8Z3B9,2,NA,NA
G8Z3C3,1,NA,NA
G8Z3E5,1,NA,NA
G8Z3E8,2,NA,NA
G8Z3G4,5,NA,NA
G8Z3J7,3,NA,NA
G8Z3L6,1,NA,NA
G8Z3L9,2,NA,NA
G8Z3M1,2,NA,NA
G8Z3N1,1,NA,NA
G8Z3N9,1,NA,NA
G8Z3R4,2,NA,NA
G8Z3R5,2,NA,NA
G8Z3R7,1,46.3473956,-72.5563467
G8Z3S4,4,NA,NA
G8Z3S5,2,NA,NA
G8Z3S8,1,NA,NA
G8Z3T4,3,NA,NA
G8Z3T6,2,NA,NA
G8Z3T7,4,NA,NA
G8Z3V5,2,NA,NA
G8Z3V6,2,NA,NA
G8Z4E4,2,NA,NA
G8Z4E9,1,46.3570292,-72.5637579
G8Z4G6,1,NA,NA
G8Z4K5,1,NA,NA
G8Z4M8,1,NA,NA
G8Z4N3,1,46.3435114,-72.5554912
G8Z4R1,2,NA,NA
G9A0A2,2,NA,NA
G9A0B4,1,46.35376745,-72.5443455
G9A0C6,2,NA,NA
G9A0E3,2,NA,NA
G9A0E4,6,NA,NA
G9A0G2,3,46.3497713,-72.5350671
G9A0G7,3,NA,NA
G9A1A1,9,46.36077055,-72.5464448
G9A1B2,1,46.3558499,-72.5406889
G9A1B3,2,NA,NA
G9A1B5,2,NA,NA
G9A1B6,1,NA,NA
G9A1C1,2,NA,NA
G9A1C3,2,NA,NA
G9A1C6,3,46.3587314,-72.5472448
G9A1E6,1,NA,NA
G9A1G4,1,NA,NA
G9A1G8,2,NA,NA
G9A1H8,2,NA,NA
G9A1J4,1,NA,NA
G9A1J8,1,NA,NA
G9A1L1,1,NA,NA
G9A1L6,2,NA,NA
G9A1M6,3,NA,NA
G9A1M7,4,NA,NA
G9A1N5,1,NA,NA
G9A1N8,1,NA,NA
G9A1N9,4,NA,NA
G9A1P1,2,NA,NA
G9A1P2,1,NA,NA
G9A1R5,2,NA,NA
G9A1S9,1,NA,NA
G9A1V6,1,NA,NA
G9A1Y2,3,NA,NA
G9A1Y3,3,NA,NA
G9A1Y4,2,NA,NA
G9A1Y9,1,NA,NA
G9A1Z1,1,46.3483629,-72.5480296
G9A2A3,2,NA,NA
G9A2A4,1,NA,NA
G9A2A7,1,NA,NA
G9A2A9,1,46.34332096666667,-72.5407863
G9A2B1,3,46.3434629,-72.54064035
G9A2B4,1,NA,NA
G9A2C1,1,NA,NA
G9A2C5,1,NA,NA
G9A2G3,1,NA,NA
G9A2G5,1,NA,NA
G9A2R2,2,NA,NA
G9A2R4,1,NA,NA
G9A2X6,2,NA,NA
G9A2Z6,1,NA,NA
G9A2Z7,2,NA,NA
G9A3A5,1,NA,NA
G9A3A6,1,NA,NA
G9A3C1,3,NA,NA
G9A3C2,1,NA,NA
G9A3C9,1,NA,NA
G9A3E5,2,NA,NA
G9A3E7,3,NA,NA
G9A3G6,2,NA,NA
G9A3J7,2,NA,NA
G9A3L4,1,NA,NA
G9A3L8,1,NA,NA
G9A3M3,1,46.3311273,-72.555454
G9A3N1,3,NA,NA
G9A3P3,1,NA,NA
G9A3P5,2,NA,NA
G9A3S1,1,NA,NA
G9A3S5,1,NA,NA
G9A4G4,1,NA,NA
G9A4G6,2,NA,NA
G9A4H8,1,46.3456742,-72.5426677
G9A4N7,1,NA,NA
G9A4T8,1,NA,NA
G9A4V7,2,NA,NA
G9A4W7,6,NA,NA
G9A4X6,1,46.3404509,-72.5415829
G9A4Y1,2,NA,NA
G9A5B8,1,NA,NA
G9A5C5,2,NA,NA
G9A5C9,1,46.32466221785714,-72.59892702142858
G9A5E1,9,46.3630953125,-72.646276175
G9A5N9,1,NA,NA
G9A5R9,1,NA,NA
G9A5T8,1,NA,NA
G9A5W1,2,46.3287416,-72.5743789
G9A5W2,1,NA,NA
G9A6B2,1,46.3401149,-72.5427113
G9A6E3,1,NA,NA
G9A6E6,2,NA,NA
G9A6G1,1,NA,NA
G9A6G3,1,NA,NA
G9A6G5,3,NA,NA
G9A6H5,2,NA,NA
G9A6H6,2,NA,NA
G9A6J1,1,NA,NA
G9A6J3,1,NA,NA
G9A6J9,1,NA,NA
G9A6K6,1,NA,NA
G9A6L3,2,NA,NA
G9A6L9,1,NA,NA
G9A6N9,1,NA,NA
G9A6R3,1,NA,NA
G9B0A3,1,NA,NA
G9B0B7,1,NA,NA
G9B0C3,1,NA,NA
G9B0C7,1,NA,NA
G9B0E4,1,NA,NA
G9B0E5,1,NA,NA
G9B0E7,1,NA,NA
G9B0G1,2,NA,NA
G9B0G9,1,NA,NA
G9B0H1,1,NA,NA
G9B0H3,1,NA,NA
G9B0H4,1,NA,NA
G9B0H9,3,NA,NA
G9B0J1,2,NA,NA
G9B0J4,1,NA,NA
G9B0L4,1,NA,NA
G9B0M6,1,NA,NA
G9B0P6,2,NA,NA
G9B0P8,1,NA,NA
G9B0R5,1,NA,NA
G9B0R6,5,NA,NA
G9B0V1,2,NA,NA
G9B0W2,1,NA,NA
G9B0Z1,2,NA,NA
G9B1C5,1,NA,NA
G9B1H5,2,NA,NA
G9B1H6,3,NA,NA
G9B1H7,1,NA,NA
G9B1J6,1,NA,NA
G9B1K7,1,NA,NA
G9B1L2,1,NA,NA
G9B1M8,1,NA,NA
G9B1N7,1,NA,NA
G9B1R4,1,NA,NA
G9B1R7,2,NA,NA
G9B1S7,2,NA,NA
G9B1T1,1,NA,NA
G9B1T4,1,NA,NA
G9B1V1,1,NA,NA
G9B1W7,1,NA,NA
G9B1Y1,1,NA,NA
G9B1Y7,2,NA,NA
G9B1Z6,2,NA,NA
G9B2B2,1,NA,NA
G9B2B4,2,NA,NA
G9B2B5,2,NA,NA
G9B2B6,2,NA,NA
G9B2E3,1,NA,NA
G9B2E4,1,NA,NA
G9B2E8,6,NA,NA
G9B2G2,1,NA,NA
G9B2G3,1,NA,NA
G9B2G4,1,NA,NA
G9B2G7,1,NA,NA
G9B2G8,3,NA,NA
G9B2G9,2,NA,NA
G9B2H5,1,NA,NA
G9B2J8,4,NA,NA
G9B2M2,4,NA,NA
G9B2M6,2,NA,NA
G9B2M7,1,NA,NA
G9B2R3,2,NA,NA
G9B2R4,1,NA,NA
G9B2R8,2,NA,NA
G9B6A2,2,NA,NA
G9B6G1,1,NA,NA
G9B6G2,1,NA,NA
G9B6G3,1,NA,NA
G9B6H3,2,NA,NA
G9B6J1,1,NA,NA
G9B6J4,2,NA,NA
G9B6L7,2,NA,NA
G9B6L8,1,NA,NA
G9B6P3,1,NA,NA
G9B6R6,2,NA,NA
G9B6S1,2,NA,NA
G9B6S2,1,NA,NA
G9B6S6,2,NA,NA
G9B6T4,7,NA,NA
G9B6V1,1,NA,NA
G9B6V8,3,46.2782739,-72.6677626
G9B6W6,1,NA,NA
G9B6X2,3,46.2905525,-72.7002168
G9B6X7,6,NA,NA
G9B6Y2,1,NA,NA
G9B6Z6,3,NA,NA
G9B7A4,3,NA,NA
G9B7A9,1,NA,NA
G9B7B6,1,NA,NA
G9B7B9,1,NA,NA
G9B7E9,1,NA,NA
G9B7G1,4,NA,NA
G9B7G6,1,NA,NA
G9B7G9,3,NA,NA
G9B7H6,1,NA,NA
G9B7J7,1,NA,NA
G9B7K7,2,NA,NA
G9B7N1,3,NA,NA
G9B7P7,6,NA,NA
G9B7R7,1,NA,NA
G9B7R9,1,NA,NA
G9B7S4,1,NA,NA
G9B7T7,2,NA,NA
G9B7V2,3,NA,NA
G9B7V5,2,NA,NA
G9B7V6,1,NA,NA
G9B7X3,1,NA,NA
G9B7Y4,2,NA,NA
G9B7Y9,3,NA,NA
G9B7Z7,1,NA,NA
G9B8B2,1,NA,NA
G9B8B5,2,NA,NA
G9C0A4,2,NA,NA
G9C0A5,2,NA,NA
G9C0C7,1,NA,NA
G9C0E4,2,NA,NA
G9C0E5,1,NA,NA
G9C0E6,2,NA,NA
G9C0E7,1,NA,NA
G9C0H4,1,NA,NA
G9C0J8,3,NA,NA
G9C0J9,1,NA,NA
G9C0K4,1,NA,NA
G9C0K5,2,NA,NA
G9C0K9,1,NA,NA
G9C0L1,1,NA,NA
G9C0L6,1,NA,NA
G9C0M5,1,NA,NA
G9C0M7,2,NA,NA
G9C1A2,1,NA,NA
G9C1B5,1,NA,NA
G9C1B9,1,NA,NA
G9C1E3,1,NA,NA
G9C1G8,1,NA,NA
G9C1K7,1,NA,NA
G9C1L1,2,NA,NA
G9C1L3,2,NA,NA
G9C1L7,1,NA,NA
G9C1M3,1,NA,NA
G9C1N2,1,NA,NA
G9C1N3,1,NA,NA
G9H0C6,3,NA,NA
G9H0C7,1,NA,NA
G9H0C8,3,NA,NA
G9H0G3,1,NA,NA
G9H0G5,1,NA,NA
G9H0J5,1,NA,NA
G9H0K4,1,NA,NA
G9H0M8,6,NA,NA
G9H0M9,3,NA,NA
G9H0N3,2,NA,NA
G9H0N5,2,NA,NA
G9H0R3,2,NA,NA
G9H0T7,1,NA,NA
G9H0W5,1,NA,NA
G9H0X5,6,NA,NA
G9H0Z5,1,NA,NA
G9H1A2,3,NA,NA
G9H1B7,3,NA,NA
G9H1G5,1,NA,NA
G9H1H7,1,NA,NA
G9H1K2,2,NA,NA
G9H1K5,1,NA,NA
G9H1L1,1,NA,NA
G9H1M1,2,NA,NA
G9H1N8,2,NA,NA
G9H1P3,2,NA,NA
G9H1R6,1,NA,NA
G9H1S1,8,NA,NA
G9H1S3,1,46.29852465,-72.540578175
G9H1S4,1,46.29655395,-72.53826465
G9H1S7,1,NA,NA
G9H1T1,1,NA,NA
G9H1T3,3,NA,NA
G9H1T5,1,NA,NA
G9H1T8,3,NA,NA
G9H1V2,1,NA,NA
G9H1X3,2,NA,NA
G9H1Y1,2,NA,NA
G9H2A2,1,NA,NA
G9H2C3,1,NA,NA
G9H2C5,1,NA,NA
G9H2G4,1,NA,NA
G9H2G6,1,NA,NA
G9H2H1,2,NA,NA
G9H2H3,2,NA,NA
G9H2J3,2,46.3384147,-72.5034403
G9H2J4,1,NA,NA
G9H2J6,1,NA,NA
G9H2K5,2,NA,NA
G9H2K7,2,NA,NA
G9H2P1,1,NA,NA
G9H2P5,1,NA,NA
G9H2P6,2,NA,NA
G9H2R3,1,NA,NA
G9H2R6,1,NA,NA
G9H2S1,1,NA,NA
G9H2T5,1,NA,NA
G9H2W3,1,NA,NA
G9H2W6,1,NA,NA
G9H3A9,2,NA,NA
G9H3B2,1,NA,NA
G9H3B3,1,NA,NA
G9H3B9,2,NA,NA
G9H3E7,1,NA,NA
G9H3H4,1,NA,NA
G9H3H8,2,NA,NA
G9H3J5,1,NA,NA
G9H3J8,1,NA,NA
G9H3K4,1,NA,NA
G9H3K7,1,NA,NA
G9H3M2,1,NA,NA
G9H3M4,4,NA,NA
G9H3N3,2,NA,NA
G9H3N6,1,NA,NA
G9H3P4,1,NA,NA
G9H3P8,2,NA,NA
G9H3R4,1,NA,NA
G9H3S2,2,NA,NA
G9H3T6,2,NA,NA
G9H3V7,2,NA,NA
G9H3Z3,2,NA,NA
G9H4A3,1,NA,NA
G9H4A9,1,NA,NA
G9H4B1,1,NA,NA
G9H4C2,1,NA,NA
G9H4C4,3,NA,NA
G9H4H2,1,NA,NA
G9H4J6,2,NA,NA
G9H4J8,1,NA,NA
G9H4K5,3,NA,NA
G9H4L8,1,NA,NA
G9H4W1,1,NA,NA
G9H4W2,2,NA,NA
G9H4W4,4,NA,NA
G9H4Z2,2,NA,NA
G9H5A9,1,NA,NA
G9N0B9,1,NA,NA
G9N0E7,3,46.54422575,-72.7448556
G9N1A2,1,NA,NA
G9N1B2,2,NA,NA
G9N1B3,7,NA,NA
G9N1B8,1,NA,NA
G9N1C5,1,NA,NA
G9N1C6,1,NA,NA
G9N1E2,2,NA,NA
G9N1E9,1,NA,NA
G9N1G2,1,46.5403149,-72.751172
G9N1G4,1,NA,NA
G9N1G5,1,NA,NA
G9N1H2,1,46.5398844,-72.7513028
G9N1H8,2,NA,NA
G9N1J5,1,NA,NA
G9N1J6,2,NA,NA
G9N1K1,1,NA,NA
G9N1K3,2,NA,NA
G9N1K4,4,NA,NA
G9N1L1,1,NA,NA
G9N1M1,1,NA,NA
G9N1N7,1,NA,NA
G9N1R4,1,NA,NA
G9N1R5,1,NA,NA
G9N1S8,1,NA,NA
G9N1V9,2,46.54122385,-72.75242745
G9N1Z4,1,NA,NA
G9N2B6,1,NA,NA
G9N2C6,1,NA,NA
G9N2E5,1,NA,NA
G9N2H4,1,46.550749939999996,-72.74608448
G9N2K8,2,46.551899,-72.7459539
G9N2L5,1,NA,NA
G9N2M8,1,NA,NA
G9N2R2,1,NA,NA
G9N2R7,2,NA,NA
G9N2T6,1,NA,NA
G9N2W9,1,NA,NA
G9N2Y5,2,NA,NA
G9N3H8,1,NA,NA
G9N3J3,1,NA,NA
G9N3K3,1,NA,NA
G9N3W2,1,NA,NA
G9N3W3,1,NA,NA
G9N4E3,1,NA,NA
G9N4L3,1,NA,NA
G9N4P9,2,NA,NA
G9N4R3,1,NA,NA
G9N4R9,1,NA,NA
G9N4T9,1,46.5670402,-72.7361514
G9N4V5,1,NA,NA
G9N4Z5,4,NA,NA
G9N5B9,1,NA,NA
G9N5C1,2,NA,NA
G9N5C9,1,NA,NA
G9N5G9,2,NA,NA
G9N5H1,2,NA,NA
G9N5N1,2,NA,NA
G9N5N4,2,NA,NA
G9N5S7,1,NA,NA
G9N5V7,1,NA,NA
G9N5Y4,1,NA,NA
G9N6B2,1,NA,NA
G9N6B4,2,NA,NA
G9N6B9,1,NA,NA
G9N6C3,1,NA,NA
G9N6C8,1,NA,NA
G9N6E2,2,NA,NA
G9N6E3,2,NA,NA
G9N6E4,2,NA,NA
G9N6E6,2,NA,NA
G9N6G5,2,NA,NA
G9N6H2,1,NA,NA
G9N6K7,1,NA,NA
G9N6R1,1,NA,NA
G9N6R6,2,NA,NA
G9N6S9,1,NA,NA
G9N6T5,3,46.51156998333333,-72.71697725
G9N6T6,14,46.5642279,-72.75607
G9N6X1,1,NA,NA
G9N6X3,1,NA,NA
G9N7A1,1,NA,NA
G9N7E3,1,NA,NA
G9N7K9,2,NA,NA
G9N7L6,1,NA,NA
G9N7M3,1,NA,NA
G9N7P3,1,NA,NA
G9N7P6,3,NA,NA
G9N7P9,1,NA,NA
G9N7R4,1,NA,NA
G9N7V4,1,NA,NA
G9N7W7,2,NA,NA
G9N7X3,1,NA,NA
G9N7Y4,2,NA,NA
G9N8H5,2,NA,NA
G9N8J9,1,NA,NA
G9N8R2,2,NA,NA
G9N8S4,1,NA,NA
G9P0A6,1,NA,NA
G9P0A9,3,NA,NA
G9P0B2,1,NA,NA
G9P0B3,2,NA,NA
G9P0B6,3,NA,NA
G9P0B7,1,NA,NA
G9P0H1,1,NA,NA
G9P0H6,1,NA,NA
G9P1A2,1,NA,NA
G9P1B7,2,46.5291224,-72.7517043
G9P1C6,1,NA,NA
G9P1G5,1,NA,NA
G9P1H1,2,NA,NA
G9P1H4,1,NA,NA
G9P1J9,1,NA,NA
G9P1M4,2,46.5233514,-72.7498538
G9P1R8,1,46.50896385,-72.73194515
G9P1V7,1,NA,NA
G9P1W5,1,NA,NA
G9P1Z2,1,NA,NA
G9P2C1,2,NA,NA
G9P2E1,1,NA,NA
G9P2E2,2,NA,NA
G9P2E3,2,NA,NA
G9P2G3,4,NA,NA
G9P2H2,1,NA,NA
G9P2K7,2,NA,NA
G9P2L3,1,NA,NA
G9P2P6,1,NA,NA
G9P2R9,1,NA,NA
G9P2S4,2,NA,NA
G9P2V3,1,NA,NA
G9P2Y8,1,NA,NA
G9P3E7,2,NA,NA
G9P3G2,2,NA,NA
G9P3G4,4,NA,NA
G9P3H6,4,NA,NA
G9P3H7,2,NA,NA
G9P3H8,2,NA,NA
G9P3L3,1,NA,NA
G9P3M2,1,NA,NA
G9P3M9,1,NA,NA
G9P3R7,1,NA,NA
G9P3R8,1,NA,NA
G9P3V6,1,NA,NA
G9P3X9,2,NA,NA
G9P4B9,1,NA,NA
G9P4C1,1,NA,NA
G9P4C4,1,NA,NA
G9P4G1,1,46.5081382,-72.7322612
G9P4H2,1,NA,NA
G9P4H4,1,NA,NA
G9P4K7,1,NA,NA
G9P4L2,1,NA,NA
G9P4P8,2,NA,NA
G9P4R4,1,NA,NA
G9P4V3,1,NA,NA
G9P4X1,2,NA,NA
G9P4Y4,1,NA,NA
G9P4Y9,1,NA,NA
G9P4Z6,1,NA,NA
G9P5A6,2,NA,NA
G9P5B9,1,NA,NA
G9P5E8,1,NA,NA
G9P5G1,6,NA,NA
G9P5G3,3,NA,NA
G9P5G4,4,NA,NA
G9P5G6,1,NA,NA
G9P5H3,1,NA,NA
G9P5J1,1,NA,NA
G9P5J2,1,NA,NA
G9P5K2,2,NA,NA
G9P5K7,5,46.5252848,-72.7450037
G9P5L1,1,NA,NA
G9P5L5,1,NA,NA
G9R0B5,1,NA,NA
G9R1A5,1,NA,NA
G9R1B1,1,NA,NA
G9R1B7,2,NA,NA
G9R1E4,1,46.6024772,-72.8135996
G9R1E9,1,NA,NA
G9R1H5,5,NA,NA
G9R1H7,2,NA,NA
G9R1J1,1,NA,NA
G9R1L8,1,NA,NA
G9R1L9,1,NA,NA
G9R1M4,1,NA,NA
G9R1M7,1,NA,NA
G9R1N9,1,NA,NA
G9R1P2,1,NA,NA
G9R1S1,1,NA,NA
G9R1S9,1,NA,NA
G9R1T4,1,NA,NA
G9R1W1,2,NA,NA
G9R1X6,3,NA,NA
G9T0B3,2,NA,NA
G9T0B4,5,NA,NA
G9T0C3,1,NA,NA
G9T0C5,4,NA,NA
G9T0C7,1,NA,NA
G9T0K4,1,NA,NA
G9T0K8,1,NA,NA
G9T0L4,3,NA,NA
G9T0M9,2,NA,NA
G9T0P1,1,NA,NA
G9T1B2,1,NA,NA
G9T1B9,2,NA,NA
G9T1C3,1,NA,NA
G9T1E9,1,NA,NA
G9T1J2,4,NA,NA
G9T1R5,3,NA,NA
G9T1W5,1,NA,NA
G9T1X4,1,NA,NA
G9T1X7,1,NA,NA
G9T1X9,1,NA,NA
G9T1Y3,1,NA,NA
G9T2B4,1,NA,NA
G9T2B9,2,46.6127757,-72.6965078
G9T2C6,1,NA,NA
G9T2E8,2,NA,NA
G9T2L6,1,NA,NA
G9T2M3,1,NA,NA
G9T2N7,1,NA,NA
G9T2N9,1,NA,NA
G9T2R1,1,NA,NA
G9T2R9,1,NA,NA
G9T2V5,1,NA,NA
G9T2V8,1,NA,NA
G9T2X4,1,NA,NA
G9T2Z1,1,NA,NA
G9T3B3,1,NA,NA
G9T3E3,1,NA,NA
G9T3E8,4,NA,NA
G9T3G6,1,NA,NA
G9T3G9,1,NA,NA
G9T3K6,2,NA,NA
G9T3N5,4,NA,NA
G9T3N6,1,NA,NA
G9T3R9,1,NA,NA
G9T3V3,1,NA,NA
G9T4J5,1,NA,NA
G9T4J6,1,NA,NA
G9T4N8,1,NA,NA
G9T4R1,1,NA,NA
G9T4T4,2,NA,NA
G9T4X2,1,NA,NA
G9T4X5,3,NA,NA
G9T4Y7,1,NA,NA
G9T4Y8,1,NA,NA
G9T5B2,1,NA,NA
G9T5H2,2,NA,NA
G9T5K4,2,46.6362751,-72.65165815
G9T5K5,5,46.6358587,-72.7164903
G9T5N5,1,NA,NA
G9T5S3,1,NA,NA
G9T5T4,1,NA,NA
G9T6B1,1,NA,NA
G9T6C7,2,NA,NA
G9T6E3,1,NA,NA
G9T6G4,1,NA,NA
G9T6K4,1,NA,NA
G9T6K8,1,NA,NA
G9T6M7,2,NA,NA
G9T6N2,4,NA,NA
G9T6N9,2,NA,NA
G9T6P1,1,NA,NA
G9T6S4,1,NA,NA
G9T6W9,1,NA,NA
G9T6X3,1,NA,NA
G9T6X6,2,NA,NA
G9T7B4,1,NA,NA
G9T7J6,1,NA,NA
G9X0A7,1,NA,NA
G9X1A1,2,NA,NA
G9X1K5,3,NA,NA
G9X1M4,2,NA,NA
G9X1M9,1,NA,NA
G9X2A8,1,NA,NA
G9X2B5,1,NA,NA
G9X2C9,1,NA,NA
G9X2E1,2,NA,NA
G9X2E2,2,NA,NA
G9X2J6,2,NA,NA
G9X2L8,1,NA,NA
G9X2N3,5,NA,NA
G9X2P5,3,NA,NA
G9X2P9,1,NA,NA
G9X2R2,1,NA,NA
G9X2T4,1,NA,NA
G9X2V4,4,NA,NA
G9X2V8,2,NA,NA
G9X2W2,2,NA,NA
G9X2W3,1,NA,NA
G9X2X8,1,NA,NA
G9X2X9,2,NA,NA
G9X2Z5,4,NA,NA
G9X3B4,1,NA,NA
G9X3B5,1,NA,NA
G9X3B7,1,NA,NA
G9X3E9,1,NA,NA
G9X3L1,2,NA,NA
G9X3L4,2,NA,NA
G9X3L9,1,NA,NA
G9X3M9,1,NA,NA
G9X3N6,2,NA,NA
G9X3N7,5,NA,NA
G9X3N8,1,47.4106006,-72.7856344
G9X3P6,1,NA,NA
G9X3T2,1,NA,NA
G9X4G4,2,NA,NA
G9X4H2,1,NA,NA
G9X4J4,1,NA,NA
G9X4J5,1,NA,NA
G9X4K3,2,NA,NA
G9X4K4,1,NA,NA
G9X4P9,1,NA,NA
H1A0A1,1,NA,NA
H1A0A6,1,NA,NA
H1A0B1,2,NA,NA
H1A0B9,1,NA,NA
H1A1B8,1,NA,NA
H1A1J3,2,NA,NA
H1A1N3,1,NA,NA
H1A1R9,1,NA,NA
H1A1S4,1,NA,NA
H1A1T5,1,45.6666585,-73.4934593
H1A1W6,3,NA,NA
H1A1X3,1,NA,NA
H1A1Y1,1,NA,NA
H1A1Z4,1,NA,NA
H1A2C4,1,NA,NA
H1A2J9,1,NA,NA
H1A2L8,1,NA,NA
H1A2M5,1,NA,NA
H1A2N2,1,NA,NA
H1A2N4,2,NA,NA
H1A2S2,2,NA,NA
H1A2S3,1,NA,NA
H1A2S9,1,NA,NA
H1A2T3,1,NA,NA
H1A2T8,1,NA,NA
H1A2V3,1,NA,NA
H1A2V9,1,NA,NA
H1A2W5,1,NA,NA
H1A2W6,1,NA,NA
H1A2Y5,1,NA,NA
H1A2Z3,2,NA,NA
H1A2Z6,1,NA,NA
