datetime,kWh,code_kWh,temperature,code_temperature,date,hour,month,week
2018-07-15T07:00:00Z,1.09,R,19,R,2018-07-15,7,2018-07-01,2018-07-15
2018-07-15T06:00:00Z,0.7,R,19,R,2018-07-15,6,2018-07-01,2018-07-15
2018-07-15T05:00:00Z,0.21,R,18,R,2018-07-15,5,2018-07-01,2018-07-15
2018-07-15T04:00:00Z,0.69,R,18,R,2018-07-15,4,2018-07-01,2018-07-15
2018-07-15T03:00:00Z,0.71,R,18,R,2018-07-15,3,2018-07-01,2018-07-15
2018-07-15T02:00:00Z,0.26,R,18,R,2018-07-15,2,2018-07-01,2018-07-15
2018-07-15T01:00:00Z,0.98,R,18,R,2018-07-15,1,2018-07-01,2018-07-15
2018-07-15T00:00:00Z,1.05,R,18,R,2018-07-15,0,2018-07-01,2018-07-15
2018-07-14T23:00:00Z,0.6,R,18,R,2018-07-14,23,2018-07-01,2018-07-08
2018-07-14T22:00:00Z,1.13,R,18,R,2018-07-14,22,2018-07-01,2018-07-08
2018-07-14T21:00:00Z,1.77,R,18,R,2018-07-14,21,2018-07-01,2018-07-08
2018-07-14T20:00:00Z,1.75,R,18,R,2018-07-14,20,2018-07-01,2018-07-08
2018-07-14T19:00:00Z,0.71,R,19,R,2018-07-14,19,2018-07-01,2018-07-08
2018-07-14T18:00:00Z,1.79,R,19,R,2018-07-14,18,2018-07-01,2018-07-08
2018-07-14T17:00:00Z,0.96,R,19,R,2018-07-14,17,2018-07-01,2018-07-08
2018-07-14T16:00:00Z,1.24,R,19,R,2018-07-14,16,2018-07-01,2018-07-08
2018-07-14T15:00:00Z,0.93,R,19,R,2018-07-14,15,2018-07-01,2018-07-08
2018-07-14T14:00:00Z,0.55,R,19,R,2018-07-14,14,2018-07-01,2018-07-08
2018-07-14T13:00:00Z,0.99,R,19,R,2018-07-14,13,2018-07-01,2018-07-08
2018-07-14T12:00:00Z,0.93,R,19,R,2018-07-14,12,2018-07-01,2018-07-08
2018-07-14T11:00:00Z,0.78,R,18,R,2018-07-14,11,2018-07-01,2018-07-08
2018-07-14T10:00:00Z,0.97,R,17,R,2018-07-14,10,2018-07-01,2018-07-08
2018-07-14T09:00:00Z,1.82,R,18,R,2018-07-14,9,2018-07-01,2018-07-08
2018-07-14T08:00:00Z,0.85,R,18,R,2018-07-14,8,2018-07-01,2018-07-08
2018-07-14T07:00:00Z,0.72,R,18,R,2018-07-14,7,2018-07-01,2018-07-08
2018-07-14T06:00:00Z,0.19,R,18,R,2018-07-14,6,2018-07-01,2018-07-08
2018-07-14T05:00:00Z,0.85,R,18,R,2018-07-14,5,2018-07-01,2018-07-08
2018-07-14T04:00:00Z,0.98,R,17,R,2018-07-14,4,2018-07-01,2018-07-08
2018-07-14T03:00:00Z,0.43,R,19,R,2018-07-14,3,2018-07-01,2018-07-08
2018-07-14T02:00:00Z,0.7,R,19,R,2018-07-14,2,2018-07-01,2018-07-08
2018-07-14T01:00:00Z,0.7,R,19,R,2018-07-14,1,2018-07-01,2018-07-08
2018-07-14T00:00:00Z,0.27,R,19,R,2018-07-14,0,2018-07-01,2018-07-08
2018-07-13T23:00:00Z,0.78,R,19,R,2018-07-13,23,2018-07-01,2018-07-08
2018-07-13T22:00:00Z,2.06,R,19,R,2018-07-13,22,2018-07-01,2018-07-08
2018-07-13T21:00:00Z,2.5,R,20,R,2018-07-13,21,2018-07-01,2018-07-08
2018-07-13T20:00:00Z,2.38,R,20,R,2018-07-13,20,2018-07-01,2018-07-08
2018-07-13T19:00:00Z,1.75,R,20,R,2018-07-13,19,2018-07-01,2018-07-08
2018-07-13T18:00:00Z,1.48,R,23,R,2018-07-13,18,2018-07-01,2018-07-08
2018-07-13T17:00:00Z,2.98,R,25,R,2018-07-13,17,2018-07-01,2018-07-08
2018-07-13T16:00:00Z,2.12,R,28,R,2018-07-13,16,2018-07-01,2018-07-08
2018-07-13T15:00:00Z,0.76,R,27,R,2018-07-13,15,2018-07-01,2018-07-08
2018-07-13T14:00:00Z,0.25,R,28,R,2018-07-13,14,2018-07-01,2018-07-08
2018-07-13T13:00:00Z,0.67,R,27,R,2018-07-13,13,2018-07-01,2018-07-08
2018-07-13T12:00:00Z,0.65,R,26,R,2018-07-13,12,2018-07-01,2018-07-08
2018-07-13T11:00:00Z,0.65,R,26,R,2018-07-13,11,2018-07-01,2018-07-08
2018-07-13T10:00:00Z,0.67,R,24,R,2018-07-13,10,2018-07-01,2018-07-08
2018-07-13T09:00:00Z,0.99,R,23,R,2018-07-13,9,2018-07-01,2018-07-08
2018-07-13T08:00:00Z,0.81,R,22,R,2018-07-13,8,2018-07-01,2018-07-08
2018-07-13T07:00:00Z,0.82,R,20,R,2018-07-13,7,2018-07-01,2018-07-08
2018-07-13T06:00:00Z,0.99,R,19,R,2018-07-13,6,2018-07-01,2018-07-08
2018-07-13T05:00:00Z,0.73,R,16,R,2018-07-13,5,2018-07-01,2018-07-08
2018-07-13T04:00:00Z,0.74,R,14,R,2018-07-13,4,2018-07-01,2018-07-08
2018-07-13T03:00:00Z,0.66,R,13,R,2018-07-13,3,2018-07-01,2018-07-08
2018-07-13T02:00:00Z,0.42,R,13,R,2018-07-13,2,2018-07-01,2018-07-08
2018-07-13T01:00:00Z,0.68,R,15,R,2018-07-13,1,2018-07-01,2018-07-08
2018-07-13T00:00:00Z,0.75,R,15,R,2018-07-13,0,2018-07-01,2018-07-08
2018-07-12T23:00:00Z,0.51,R,16,R,2018-07-12,23,2018-07-01,2018-07-08
2018-07-12T22:00:00Z,1.15,R,17,R,2018-07-12,22,2018-07-01,2018-07-08
2018-07-12T21:00:00Z,1.19,R,19,R,2018-07-12,21,2018-07-01,2018-07-08
2018-07-12T20:00:00Z,1.11,R,20,R,2018-07-12,20,2018-07-01,2018-07-08
2018-07-12T19:00:00Z,2.46,R,20,R,2018-07-12,19,2018-07-01,2018-07-08
2018-07-12T18:00:00Z,0.48,R,21,R,2018-07-12,18,2018-07-01,2018-07-08
2018-07-12T17:00:00Z,2.37,R,22,R,2018-07-12,17,2018-07-01,2018-07-08
2018-07-12T16:00:00Z,0.62,R,23,R,2018-07-12,16,2018-07-01,2018-07-08
2018-07-12T15:00:00Z,0.68,R,23,R,2018-07-12,15,2018-07-01,2018-07-08
2018-07-12T14:00:00Z,0.42,R,24,R,2018-07-12,14,2018-07-01,2018-07-08
2018-07-12T13:00:00Z,1.73,R,24,R,2018-07-12,13,2018-07-01,2018-07-08
2018-07-12T12:00:00Z,2.39,R,24,R,2018-07-12,12,2018-07-01,2018-07-08
2018-07-12T11:00:00Z,4.39,R,23,R,2018-07-12,11,2018-07-01,2018-07-08
2018-07-12T10:00:00Z,1.02,R,22,R,2018-07-12,10,2018-07-01,2018-07-08
2018-07-12T09:00:00Z,3.67,R,21,R,2018-07-12,9,2018-07-01,2018-07-08
2018-07-12T08:00:00Z,1.62,R,21,R,2018-07-12,8,2018-07-01,2018-07-08
2018-07-12T07:00:00Z,1.83,R,20,R,2018-07-12,7,2018-07-01,2018-07-08
2018-07-12T06:00:00Z,0.67,R,19,R,2018-07-12,6,2018-07-01,2018-07-08
2018-07-12T05:00:00Z,0.28,R,18,R,2018-07-12,5,2018-07-01,2018-07-08
2018-07-12T04:00:00Z,0.73,R,17,R,2018-07-12,4,2018-07-01,2018-07-08
2018-07-12T03:00:00Z,0.73,R,16,R,2018-07-12,3,2018-07-01,2018-07-08
2018-07-12T02:00:00Z,0.27,R,17,R,2018-07-12,2,2018-07-01,2018-07-08
2018-07-12T01:00:00Z,0.75,R,17,R,2018-07-12,1,2018-07-01,2018-07-08
2018-07-12T00:00:00Z,0.68,R,17,R,2018-07-12,0,2018-07-01,2018-07-08
2018-07-11T23:00:00Z,0.66,R,17,R,2018-07-11,23,2018-07-01,2018-07-08
2018-07-11T22:00:00Z,3.48,R,17,R,2018-07-11,22,2018-07-01,2018-07-08
2018-07-11T21:00:00Z,1.8,R,18,R,2018-07-11,21,2018-07-01,2018-07-08
2018-07-11T20:00:00Z,1.73,R,17,R,2018-07-11,20,2018-07-01,2018-07-08
2018-07-11T19:00:00Z,2.76,R,17,R,2018-07-11,19,2018-07-01,2018-07-08
2018-07-11T18:00:00Z,1.82,R,21,R,2018-07-11,18,2018-07-01,2018-07-08
2018-07-11T17:00:00Z,3.24,R,22,R,2018-07-11,17,2018-07-01,2018-07-08
2018-07-11T16:00:00Z,0.3,R,22,R,2018-07-11,16,2018-07-01,2018-07-08
2018-07-11T15:00:00Z,0.74,R,23,R,2018-07-11,15,2018-07-01,2018-07-08
2018-07-11T14:00:00Z,0.74,R,23,R,2018-07-11,14,2018-07-01,2018-07-08
2018-07-11T13:00:00Z,0.25,R,23,R,2018-07-11,13,2018-07-01,2018-07-08
2018-07-11T12:00:00Z,0.75,R,23,R,2018-07-11,12,2018-07-01,2018-07-08
2018-07-11T11:00:00Z,0.74,R,22,R,2018-07-11,11,2018-07-01,2018-07-08
2018-07-11T10:00:00Z,0.87,R,20,R,2018-07-11,10,2018-07-01,2018-07-08
2018-07-11T09:00:00Z,0.39,R,19,R,2018-07-11,9,2018-07-01,2018-07-08
2018-07-11T08:00:00Z,0.9,R,18,R,2018-07-11,8,2018-07-01,2018-07-08
2018-07-11T07:00:00Z,2.31,R,17,R,2018-07-11,7,2018-07-01,2018-07-08
2018-07-11T06:00:00Z,0.34,R,15,R,2018-07-11,6,2018-07-01,2018-07-08
2018-07-11T05:00:00Z,0.2,R,13,R,2018-07-11,5,2018-07-01,2018-07-08
2018-07-11T04:00:00Z,0.18,R,10,R,2018-07-11,4,2018-07-01,2018-07-08
2018-07-11T03:00:00Z,0.21,R,10,R,2018-07-11,3,2018-07-01,2018-07-08
2018-07-11T02:00:00Z,0.21,R,10,R,2018-07-11,2,2018-07-01,2018-07-08
2018-07-11T01:00:00Z,0.27,R,11,R,2018-07-11,1,2018-07-01,2018-07-08
2018-07-11T00:00:00Z,3.27,R,14,R,2018-07-11,0,2018-07-01,2018-07-08
2018-07-10T23:00:00Z,1.19,R,14,R,2018-07-10,23,2018-07-01,2018-07-08
2018-07-10T22:00:00Z,0.69,R,15,R,2018-07-10,22,2018-07-01,2018-07-08
2018-07-10T21:00:00Z,1.21,R,16,R,2018-07-10,21,2018-07-01,2018-07-08
2018-07-10T20:00:00Z,1.01,R,15,R,2018-07-10,20,2018-07-01,2018-07-08
2018-07-10T19:00:00Z,1.63,R,17,R,2018-07-10,19,2018-07-01,2018-07-08
2018-07-10T18:00:00Z,0.95,R,21,R,2018-07-10,18,2018-07-01,2018-07-08
2018-07-10T17:00:00Z,1.07,R,23,R,2018-07-10,17,2018-07-01,2018-07-08
2018-07-10T16:00:00Z,1.42,R,24,R,2018-07-10,16,2018-07-01,2018-07-08
2018-07-10T15:00:00Z,1.16,R,24,R,2018-07-10,15,2018-07-01,2018-07-08
2018-07-10T14:00:00Z,1.87,R,25,R,2018-07-10,14,2018-07-01,2018-07-08
2018-07-10T13:00:00Z,1.52,R,25,R,2018-07-10,13,2018-07-01,2018-07-08
2018-07-10T12:00:00Z,1.69,R,24,R,2018-07-10,12,2018-07-01,2018-07-08
2018-07-10T11:00:00Z,0.77,R,24,R,2018-07-10,11,2018-07-01,2018-07-08
2018-07-10T10:00:00Z,0.99,R,23,R,2018-07-10,10,2018-07-01,2018-07-08
2018-07-10T09:00:00Z,0.46,R,23,R,2018-07-10,9,2018-07-01,2018-07-08
2018-07-10T08:00:00Z,0.84,R,23,R,2018-07-10,8,2018-07-01,2018-07-08
2018-07-10T07:00:00Z,0.39,R,23,R,2018-07-10,7,2018-07-01,2018-07-08
2018-07-10T06:00:00Z,1.01,R,21,R,2018-07-10,6,2018-07-01,2018-07-08
2018-07-10T05:00:00Z,0.79,R,19,R,2018-07-10,5,2018-07-01,2018-07-08
2018-07-10T04:00:00Z,0.28,R,18,R,2018-07-10,4,2018-07-01,2018-07-08
2018-07-10T03:00:00Z,0.53,R,18,R,2018-07-10,3,2018-07-01,2018-07-08
2018-07-10T02:00:00Z,0.55,R,18,R,2018-07-10,2,2018-07-01,2018-07-08
2018-07-10T01:00:00Z,0.28,R,19,R,2018-07-10,1,2018-07-01,2018-07-08
2018-07-10T00:00:00Z,0.93,R,18,R,2018-07-10,0,2018-07-01,2018-07-08
2018-07-09T23:00:00Z,0.56,R,19,R,2018-07-09,23,2018-07-01,2018-07-08
2018-07-09T22:00:00Z,0.98,R,19,R,2018-07-09,22,2018-07-01,2018-07-08
2018-07-09T21:00:00Z,1.2,R,20,R,2018-07-09,21,2018-07-01,2018-07-08
2018-07-09T20:00:00Z,1.28,R,20,R,2018-07-09,20,2018-07-01,2018-07-08
2018-07-09T19:00:00Z,6.21,R,20,R,2018-07-09,19,2018-07-01,2018-07-08
2018-07-09T18:00:00Z,3.87,R,23,R,2018-07-09,18,2018-07-01,2018-07-08
2018-07-09T17:00:00Z,0.45,R,24,R,2018-07-09,17,2018-07-01,2018-07-08
2018-07-09T16:00:00Z,0.33,R,26,R,2018-07-09,16,2018-07-01,2018-07-08
2018-07-09T15:00:00Z,0.35,R,29,R,2018-07-09,15,2018-07-01,2018-07-08
2018-07-09T14:00:00Z,0.5,R,30,R,2018-07-09,14,2018-07-01,2018-07-08
2018-07-09T13:00:00Z,0.54,R,30,R,2018-07-09,13,2018-07-01,2018-07-08
2018-07-09T12:00:00Z,1.05,R,29,R,2018-07-09,12,2018-07-01,2018-07-08
2018-07-09T11:00:00Z,1.32,R,28,R,2018-07-09,11,2018-07-01,2018-07-08
2018-07-09T10:00:00Z,0.85,R,26,R,2018-07-09,10,2018-07-01,2018-07-08
2018-07-09T09:00:00Z,0.32,R,25,R,2018-07-09,9,2018-07-01,2018-07-08
2018-07-09T08:00:00Z,0.89,R,23,R,2018-07-09,8,2018-07-01,2018-07-08
2018-07-09T07:00:00Z,0.74,R,21,R,2018-07-09,7,2018-07-01,2018-07-08
2018-07-09T06:00:00Z,0.27,R,20,R,2018-07-09,6,2018-07-01,2018-07-08
2018-07-09T05:00:00Z,0.75,R,18,R,2018-07-09,5,2018-07-01,2018-07-08
2018-07-09T04:00:00Z,0.33,R,16,R,2018-07-09,4,2018-07-01,2018-07-08
2018-07-09T03:00:00Z,0.63,R,16,R,2018-07-09,3,2018-07-01,2018-07-08
2018-07-09T02:00:00Z,0.74,R,17,R,2018-07-09,2,2018-07-01,2018-07-08
2018-07-09T01:00:00Z,0.23,R,18,R,2018-07-09,1,2018-07-01,2018-07-08
2018-07-09T00:00:00Z,0.68,R,19,R,2018-07-09,0,2018-07-01,2018-07-08
2018-07-08T23:00:00Z,0.84,R,19,R,2018-07-08,23,2018-07-01,2018-07-08
2018-07-08T22:00:00Z,0.98,R,21,R,2018-07-08,22,2018-07-01,2018-07-08
2018-07-08T21:00:00Z,2.86,R,21,R,2018-07-08,21,2018-07-01,2018-07-08
2018-07-08T20:00:00Z,0.57,R,21,R,2018-07-08,20,2018-07-01,2018-07-08
2018-07-08T19:00:00Z,4.03,R,23,R,2018-07-08,19,2018-07-01,2018-07-08
2018-07-08T18:00:00Z,2.04,R,25,R,2018-07-08,18,2018-07-01,2018-07-08
2018-07-08T17:00:00Z,2.26,R,26,R,2018-07-08,17,2018-07-01,2018-07-08
2018-07-08T16:00:00Z,0.34,R,27,R,2018-07-08,16,2018-07-01,2018-07-08
2018-07-08T15:00:00Z,0.86,R,27,R,2018-07-08,15,2018-07-01,2018-07-08
2018-07-08T14:00:00Z,1.02,R,27,R,2018-07-08,14,2018-07-01,2018-07-08
2018-07-08T13:00:00Z,0.31,R,25,R,2018-07-08,13,2018-07-01,2018-07-08
2018-07-08T12:00:00Z,0.77,R,25,R,2018-07-08,12,2018-07-01,2018-07-08
2018-07-08T11:00:00Z,0.79,R,25,R,2018-07-08,11,2018-07-01,2018-07-08
2018-07-08T10:00:00Z,0.85,R,23,R,2018-07-08,10,2018-07-01,2018-07-08
2018-07-08T09:00:00Z,1.93,R,22,R,2018-07-08,9,2018-07-01,2018-07-08
2018-07-08T08:00:00Z,2.79,R,21,R,2018-07-08,8,2018-07-01,2018-07-08
2018-07-08T07:00:00Z,2.02,R,20,R,2018-07-08,7,2018-07-01,2018-07-08
2018-07-08T06:00:00Z,0.28,R,18,R,2018-07-08,6,2018-07-01,2018-07-08
2018-07-08T05:00:00Z,1.63,R,17,R,2018-07-08,5,2018-07-01,2018-07-08
2018-07-08T04:00:00Z,0.23,R,17,R,2018-07-08,4,2018-07-01,2018-07-08
2018-07-08T03:00:00Z,0.23,R,17,R,2018-07-08,3,2018-07-01,2018-07-08
2018-07-08T02:00:00Z,0.23,R,16,R,2018-07-08,2,2018-07-01,2018-07-08
2018-07-08T01:00:00Z,0.26,R,16,R,2018-07-08,1,2018-07-01,2018-07-08
2018-07-08T00:00:00Z,0.26,R,16,R,2018-07-08,0,2018-07-01,2018-07-08
2018-07-07T23:00:00Z,0.28,R,16,R,2018-07-07,23,2018-07-01,2018-07-01
2018-07-07T22:00:00Z,2.14,R,17,R,2018-07-07,22,2018-07-01,2018-07-01
2018-07-07T21:00:00Z,2.25,R,17,R,2018-07-07,21,2018-07-01,2018-07-01
2018-07-07T20:00:00Z,1.21,R,19,R,2018-07-07,20,2018-07-01,2018-07-01
2018-07-07T19:00:00Z,2.26,R,20,R,2018-07-07,19,2018-07-01,2018-07-01
2018-07-07T18:00:00Z,0.57,R,23,R,2018-07-07,18,2018-07-01,2018-07-01
2018-07-07T17:00:00Z,1.47,R,24,R,2018-07-07,17,2018-07-01,2018-07-01
2018-07-07T16:00:00Z,0.23,R,24,R,2018-07-07,16,2018-07-01,2018-07-01
2018-07-07T15:00:00Z,0.63,R,24,R,2018-07-07,15,2018-07-01,2018-07-01
2018-07-07T14:00:00Z,0.18,R,24,R,2018-07-07,14,2018-07-01,2018-07-01
2018-07-07T13:00:00Z,0.65,R,25,R,2018-07-07,13,2018-07-01,2018-07-01
2018-07-07T12:00:00Z,0.61,R,24,R,2018-07-07,12,2018-07-01,2018-07-01
2018-07-07T11:00:00Z,0.71,R,23,R,2018-07-07,11,2018-07-01,2018-07-01
2018-07-07T10:00:00Z,2.28,R,22,R,2018-07-07,10,2018-07-01,2018-07-01
2018-07-07T09:00:00Z,3.52,R,20,R,2018-07-07,9,2018-07-01,2018-07-01
2018-07-07T08:00:00Z,0.86,R,18,R,2018-07-07,8,2018-07-01,2018-07-01
2018-07-07T07:00:00Z,0.65,R,17,R,2018-07-07,7,2018-07-01,2018-07-01
2018-07-07T06:00:00Z,0.82,R,14,R,2018-07-07,6,2018-07-01,2018-07-01
2018-07-07T05:00:00Z,0.77,R,13,R,2018-07-07,5,2018-07-01,2018-07-01
2018-07-07T04:00:00Z,0.33,R,9,R,2018-07-07,4,2018-07-01,2018-07-01
2018-07-07T03:00:00Z,0.79,R,8,R,2018-07-07,3,2018-07-01,2018-07-01
2018-07-07T02:00:00Z,0.89,R,9,R,2018-07-07,2,2018-07-01,2018-07-01
2018-07-07T01:00:00Z,0.37,R,9,R,2018-07-07,1,2018-07-01,2018-07-01
2018-07-07T00:00:00Z,0.78,R,11,R,2018-07-07,0,2018-07-01,2018-07-01
2018-07-06T23:00:00Z,0.76,R,13,R,2018-07-06,23,2018-07-01,2018-07-01
2018-07-06T22:00:00Z,1.79,R,11,R,2018-07-06,22,2018-07-01,2018-07-01
2018-07-06T21:00:00Z,2.57,R,12,R,2018-07-06,21,2018-07-01,2018-07-01
2018-07-06T20:00:00Z,2.33,R,11,R,2018-07-06,20,2018-07-01,2018-07-01
2018-07-06T19:00:00Z,5.76,R,12,R,2018-07-06,19,2018-07-01,2018-07-01
2018-07-06T18:00:00Z,2.53,R,15,R,2018-07-06,18,2018-07-01,2018-07-01
2018-07-06T17:00:00Z,1.41,R,15,R,2018-07-06,17,2018-07-01,2018-07-01
2018-07-06T16:00:00Z,0.87,R,17,R,2018-07-06,16,2018-07-01,2018-07-01
2018-07-06T15:00:00Z,0.86,R,16,R,2018-07-06,15,2018-07-01,2018-07-01
2018-07-06T14:00:00Z,0.74,R,16,R,2018-07-06,14,2018-07-01,2018-07-01
2018-07-06T13:00:00Z,0.88,R,17,R,2018-07-06,13,2018-07-01,2018-07-01
2018-07-06T12:00:00Z,0.35,R,18,R,2018-07-06,12,2018-07-01,2018-07-01
2018-07-06T11:00:00Z,0.64,R,19,R,2018-07-06,11,2018-07-01,2018-07-01
2018-07-06T10:00:00Z,0.64,R,20,R,2018-07-06,10,2018-07-01,2018-07-01
2018-07-06T09:00:00Z,0.24,R,21,R,2018-07-06,9,2018-07-01,2018-07-01
2018-07-06T08:00:00Z,0.7,R,21,R,2018-07-06,8,2018-07-01,2018-07-01
2018-07-06T07:00:00Z,0.89,R,22,R,2018-07-06,7,2018-07-01,2018-07-01
2018-07-06T06:00:00Z,0.17,R,21,R,2018-07-06,6,2018-07-01,2018-07-01
2018-07-06T05:00:00Z,0.67,R,22,R,2018-07-06,5,2018-07-01,2018-07-01
2018-07-06T04:00:00Z,0.2,R,22,R,2018-07-06,4,2018-07-01,2018-07-01
2018-07-06T03:00:00Z,0.66,R,22,R,2018-07-06,3,2018-07-01,2018-07-01
2018-07-06T02:00:00Z,0.66,R,22,R,2018-07-06,2,2018-07-01,2018-07-01
2018-07-06T01:00:00Z,0.34,R,23,R,2018-07-06,1,2018-07-01,2018-07-01
2018-07-06T00:00:00Z,0.77,R,24,R,2018-07-06,0,2018-07-01,2018-07-01
2018-07-05T23:00:00Z,0.35,R,27,R,2018-07-05,23,2018-07-01,2018-07-01
2018-07-05T22:00:00Z,0.86,R,27,R,2018-07-05,22,2018-07-01,2018-07-01
2018-07-05T21:00:00Z,1.19,R,27,R,2018-07-05,21,2018-07-01,2018-07-01
2018-07-05T20:00:00Z,1.13,R,26,R,2018-07-05,20,2018-07-01,2018-07-01
2018-07-05T19:00:00Z,2.36,R,27,R,2018-07-05,19,2018-07-01,2018-07-01
2018-07-05T18:00:00Z,1.64,R,29,R,2018-07-05,18,2018-07-01,2018-07-01
2018-07-05T17:00:00Z,1.89,R,31,R,2018-07-05,17,2018-07-01,2018-07-01
2018-07-05T16:00:00Z,0.23,R,32,R,2018-07-05,16,2018-07-01,2018-07-01
2018-07-05T15:00:00Z,0.78,R,32,R,2018-07-05,15,2018-07-01,2018-07-01
2018-07-05T14:00:00Z,0.3,R,33,R,2018-07-05,14,2018-07-01,2018-07-01
2018-07-05T13:00:00Z,0.76,R,32,R,2018-07-05,13,2018-07-01,2018-07-01
2018-07-05T12:00:00Z,0.8,R,31,R,2018-07-05,12,2018-07-01,2018-07-01
2018-07-05T11:00:00Z,0.32,R,32,R,2018-07-05,11,2018-07-01,2018-07-01
2018-07-05T10:00:00Z,0.79,R,31,R,2018-07-05,10,2018-07-01,2018-07-01
2018-07-05T09:00:00Z,0.77,R,29,R,2018-07-05,9,2018-07-01,2018-07-01
2018-07-05T08:00:00Z,1.13,R,27,R,2018-07-05,8,2018-07-01,2018-07-01
2018-07-05T07:00:00Z,1.47,R,26,R,2018-07-05,7,2018-07-01,2018-07-01
2018-07-05T06:00:00Z,1.22,R,24,R,2018-07-05,6,2018-07-01,2018-07-01
2018-07-05T05:00:00Z,0.23,R,22,R,2018-07-05,5,2018-07-01,2018-07-01
2018-07-05T04:00:00Z,0.7,R,19,R,2018-07-05,4,2018-07-01,2018-07-01
2018-07-05T03:00:00Z,0.21,R,18,R,2018-07-05,3,2018-07-01,2018-07-01
2018-07-05T02:00:00Z,0.84,R,18,R,2018-07-05,2,2018-07-01,2018-07-01
2018-07-05T01:00:00Z,0.97,R,20,R,2018-07-05,1,2018-07-01,2018-07-01
2018-07-05T00:00:00Z,0.53,R,21,R,2018-07-05,0,2018-07-01,2018-07-01
2018-07-04T23:00:00Z,0.98,R,21,R,2018-07-04,23,2018-07-01,2018-07-01
2018-07-04T22:00:00Z,1,R,22,R,2018-07-04,22,2018-07-01,2018-07-01
2018-07-04T21:00:00Z,0.45,R,24,R,2018-07-04,21,2018-07-01,2018-07-01
2018-07-04T20:00:00Z,1.83,R,24,R,2018-07-04,20,2018-07-01,2018-07-01
2018-07-04T19:00:00Z,3.55,R,25,R,2018-07-04,19,2018-07-01,2018-07-01
2018-07-04T18:00:00Z,1.2,R,26,R,2018-07-04,18,2018-07-01,2018-07-01
2018-07-04T17:00:00Z,0.64,R,30,R,2018-07-04,17,2018-07-01,2018-07-01
2018-07-04T16:00:00Z,0.15,R,31,R,2018-07-04,16,2018-07-01,2018-07-01
2018-07-04T15:00:00Z,0.62,R,31,R,2018-07-04,15,2018-07-01,2018-07-01
2018-07-04T14:00:00Z,0.29,R,31,R,2018-07-04,14,2018-07-01,2018-07-01
2018-07-04T13:00:00Z,0.46,R,31,R,2018-07-04,13,2018-07-01,2018-07-01
2018-07-04T12:00:00Z,0.65,R,31,R,2018-07-04,12,2018-07-01,2018-07-01
2018-07-04T11:00:00Z,0.13,R,29,R,2018-07-04,11,2018-07-01,2018-07-01
2018-07-04T10:00:00Z,0.62,R,28,R,2018-07-04,10,2018-07-01,2018-07-01
2018-07-04T09:00:00Z,0.61,R,27,R,2018-07-04,9,2018-07-01,2018-07-01
2018-07-04T08:00:00Z,0.15,R,25,R,2018-07-04,8,2018-07-01,2018-07-01
2018-07-04T07:00:00Z,0.92,R,23,R,2018-07-04,7,2018-07-01,2018-07-01
2018-07-04T06:00:00Z,0.89,R,22,R,2018-07-04,6,2018-07-01,2018-07-01
2018-07-04T05:00:00Z,0.18,R,21,R,2018-07-04,5,2018-07-01,2018-07-01
2018-07-04T04:00:00Z,0.67,R,18,R,2018-07-04,4,2018-07-01,2018-07-01
2018-07-04T03:00:00Z,0.7,R,17,R,2018-07-04,3,2018-07-01,2018-07-01
2018-07-04T02:00:00Z,0.21,R,17,R,2018-07-04,2,2018-07-01,2018-07-01
2018-07-04T01:00:00Z,0.66,R,18,R,2018-07-04,1,2018-07-01,2018-07-01
2018-07-04T00:00:00Z,0.19,R,19,R,2018-07-04,0,2018-07-01,2018-07-01
2018-07-03T23:00:00Z,0.69,R,19,R,2018-07-03,23,2018-07-01,2018-07-01
2018-07-03T22:00:00Z,0.81,R,20,R,2018-07-03,22,2018-07-01,2018-07-01
2018-07-03T21:00:00Z,0.84,R,22,R,2018-07-03,21,2018-07-01,2018-07-01
2018-07-03T20:00:00Z,3.41,R,23,R,2018-07-03,20,2018-07-01,2018-07-01
2018-07-03T19:00:00Z,1.56,R,23,R,2018-07-03,19,2018-07-01,2018-07-01
2018-07-03T18:00:00Z,0.97,R,25,R,2018-07-03,18,2018-07-01,2018-07-01
2018-07-03T17:00:00Z,2.19,R,29,R,2018-07-03,17,2018-07-01,2018-07-01
2018-07-03T16:00:00Z,1.75,R,30,R,2018-07-03,16,2018-07-01,2018-07-01
2018-07-03T15:00:00Z,0.18,R,30,R,2018-07-03,15,2018-07-01,2018-07-01
2018-07-03T14:00:00Z,0.69,R,30,R,2018-07-03,14,2018-07-01,2018-07-01
2018-07-03T13:00:00Z,0.22,R,30,R,2018-07-03,13,2018-07-01,2018-07-01
2018-07-03T12:00:00Z,0.62,R,29,R,2018-07-03,12,2018-07-01,2018-07-01
2018-07-03T11:00:00Z,0.67,R,29,R,2018-07-03,11,2018-07-01,2018-07-01
2018-07-03T10:00:00Z,0.18,R,28,R,2018-07-03,10,2018-07-01,2018-07-01
2018-07-03T09:00:00Z,0.68,R,28,R,2018-07-03,9,2018-07-01,2018-07-01
2018-07-03T08:00:00Z,0.73,R,26,R,2018-07-03,8,2018-07-01,2018-07-01
2018-07-03T07:00:00Z,0.54,R,25,R,2018-07-03,7,2018-07-01,2018-07-01
2018-07-03T06:00:00Z,0.83,R,24,R,2018-07-03,6,2018-07-01,2018-07-01
2018-07-03T05:00:00Z,0.5,R,23,R,2018-07-03,5,2018-07-01,2018-07-01
