datetime,kWh,code_kWh,temperature,code_temperature,date,hour,month,week
2018-09-02T23:00:00Z,1.31,R,21,R,2018-09-02,23,2018-09-01,2018-09-02
2018-09-02T22:00:00Z,0.9,R,20,R,2018-09-02,22,2018-09-01,2018-09-02
2018-09-02T21:00:00Z,1.87,R,20,R,2018-09-02,21,2018-09-01,2018-09-02
2018-09-02T20:00:00Z,4.92,R,20,R,2018-09-02,20,2018-09-01,2018-09-02
2018-09-02T19:00:00Z,3.11,R,20,R,2018-09-02,19,2018-09-01,2018-09-02
2018-09-02T18:00:00Z,1.82,R,21,R,2018-09-02,18,2018-09-01,2018-09-02
2018-09-02T17:00:00Z,2.2,R,21,R,2018-09-02,17,2018-09-01,2018-09-02
2018-09-02T16:00:00Z,0.66,R,21,R,2018-09-02,16,2018-09-01,2018-09-02
2018-09-02T15:00:00Z,1.89,R,21,R,2018-09-02,15,2018-09-01,2018-09-02
2018-09-02T14:00:00Z,4.34,R,21,R,2018-09-02,14,2018-09-01,2018-09-02
2018-09-02T13:00:00Z,1.55,R,21,R,2018-09-02,13,2018-09-01,2018-09-02
2018-09-02T12:00:00Z,0.99,R,20,R,2018-09-02,12,2018-09-01,2018-09-02
2018-09-02T11:00:00Z,0.79,R,19,R,2018-09-02,11,2018-09-01,2018-09-02
2018-09-02T10:00:00Z,0.71,R,19,R,2018-09-02,10,2018-09-01,2018-09-02
2018-09-02T09:00:00Z,1,R,20,R,2018-09-02,9,2018-09-01,2018-09-02
2018-09-02T08:00:00Z,2.48,R,20,R,2018-09-02,8,2018-09-01,2018-09-02
2018-09-02T07:00:00Z,1.02,R,20,R,2018-09-02,7,2018-09-01,2018-09-02
2018-09-02T06:00:00Z,0.87,R,19,R,2018-09-02,6,2018-09-01,2018-09-02
2018-09-02T05:00:00Z,0.88,R,18,R,2018-09-02,5,2018-09-01,2018-09-02
2018-09-02T04:00:00Z,0.38,R,18,R,2018-09-02,4,2018-09-01,2018-09-02
2018-09-02T03:00:00Z,0.88,R,17,R,2018-09-02,3,2018-09-01,2018-09-02
2018-09-02T02:00:00Z,0.86,R,17,R,2018-09-02,2,2018-09-01,2018-09-02
2018-09-02T01:00:00Z,0.42,R,16,R,2018-09-02,1,2018-09-01,2018-09-02
2018-09-02T00:00:00Z,0.92,R,17,R,2018-09-02,0,2018-09-01,2018-09-02
2018-09-01T23:00:00Z,1.18,R,18,R,2018-09-01,23,2018-09-01,2018-08-26
2018-09-01T22:00:00Z,1.23,R,19,R,2018-09-01,22,2018-09-01,2018-08-26
2018-09-01T21:00:00Z,1.96,R,21,R,2018-09-01,21,2018-09-01,2018-08-26
2018-09-01T20:00:00Z,1.62,R,21,R,2018-09-01,20,2018-09-01,2018-08-26
2018-09-01T19:00:00Z,3.2,R,20,R,2018-09-01,19,2018-09-01,2018-08-26
2018-09-01T18:00:00Z,2.03,R,21,R,2018-09-01,18,2018-09-01,2018-08-26
2018-09-01T17:00:00Z,2.62,R,21,R,2018-09-01,17,2018-09-01,2018-08-26
2018-09-01T16:00:00Z,0.62,R,23,R,2018-09-01,16,2018-09-01,2018-08-26
2018-09-01T15:00:00Z,2.01,R,24,R,2018-09-01,15,2018-09-01,2018-08-26
2018-09-01T14:00:00Z,1.38,R,23,R,2018-09-01,14,2018-09-01,2018-08-26
2018-09-01T13:00:00Z,1.11,R,22,R,2018-09-01,13,2018-09-01,2018-08-26
2018-09-01T12:00:00Z,2.55,R,21,R,2018-09-01,12,2018-09-01,2018-08-26
2018-09-01T11:00:00Z,0.88,R,19,R,2018-09-01,11,2018-09-01,2018-08-26
2018-09-01T10:00:00Z,1.92,R,18,R,2018-09-01,10,2018-09-01,2018-08-26
2018-09-01T09:00:00Z,2.7,R,17,R,2018-09-01,9,2018-09-01,2018-08-26
2018-09-01T08:00:00Z,0.71,R,16,R,2018-09-01,8,2018-09-01,2018-08-26
2018-09-01T07:00:00Z,1.26,R,14,R,2018-09-01,7,2018-09-01,2018-08-26
2018-09-01T06:00:00Z,1.03,R,14,R,2018-09-01,6,2018-09-01,2018-08-26
2018-09-01T05:00:00Z,0.83,R,13,R,2018-09-01,5,2018-09-01,2018-08-26
2018-09-01T04:00:00Z,0.36,R,13,R,2018-09-01,4,2018-09-01,2018-08-26
2018-09-01T03:00:00Z,0.84,R,13,R,2018-09-01,3,2018-09-01,2018-08-26
2018-09-01T02:00:00Z,0.82,R,13,R,2018-09-01,2,2018-09-01,2018-08-26
2018-09-01T01:00:00Z,0.4,R,13,R,2018-09-01,1,2018-09-01,2018-08-26
2018-09-01T00:00:00Z,0.81,R,12,R,2018-09-01,0,2018-09-01,2018-08-26
2018-08-31T23:00:00Z,0.87,R,13,R,2018-08-31,23,2018-08-01,2018-08-26
2018-08-31T22:00:00Z,1.06,R,13,R,2018-08-31,22,2018-08-01,2018-08-26
2018-08-31T21:00:00Z,1.08,R,13,R,2018-08-31,21,2018-08-01,2018-08-26
2018-08-31T20:00:00Z,2.13,R,14,R,2018-08-31,20,2018-08-01,2018-08-26
2018-08-31T19:00:00Z,2.55,R,15,R,2018-08-31,19,2018-08-01,2018-08-26
2018-08-31T18:00:00Z,0.89,R,18,R,2018-08-31,18,2018-08-01,2018-08-26
2018-08-31T17:00:00Z,0.45,R,19,R,2018-08-31,17,2018-08-01,2018-08-26
2018-08-31T16:00:00Z,0.91,R,20,R,2018-08-31,16,2018-08-01,2018-08-26
2018-08-31T15:00:00Z,0.87,R,21,R,2018-08-31,15,2018-08-01,2018-08-26
2018-08-31T14:00:00Z,0.39,R,21,R,2018-08-31,14,2018-08-01,2018-08-26
2018-08-31T13:00:00Z,0.87,R,20,R,2018-08-31,13,2018-08-01,2018-08-26
2018-08-31T12:00:00Z,0.88,R,20,R,2018-08-31,12,2018-08-01,2018-08-26
2018-08-31T11:00:00Z,0.68,R,19,R,2018-08-31,11,2018-08-01,2018-08-26
2018-08-31T10:00:00Z,0.57,R,18,R,2018-08-31,10,2018-08-01,2018-08-26
2018-08-31T09:00:00Z,0.88,R,17,R,2018-08-31,9,2018-08-01,2018-08-26
2018-08-31T08:00:00Z,0.99,R,16,R,2018-08-31,8,2018-08-01,2018-08-26
2018-08-31T07:00:00Z,2.36,R,14,R,2018-08-31,7,2018-08-01,2018-08-26
2018-08-31T06:00:00Z,0.9,R,12,R,2018-08-31,6,2018-08-01,2018-08-26
2018-08-31T05:00:00Z,0.94,R,10,R,2018-08-31,5,2018-08-01,2018-08-26
2018-08-31T04:00:00Z,0.5,R,9,R,2018-08-31,4,2018-08-01,2018-08-26
2018-08-31T03:00:00Z,0.94,R,10,R,2018-08-31,3,2018-08-01,2018-08-26
2018-08-31T02:00:00Z,0.9,R,10,R,2018-08-31,2,2018-08-01,2018-08-26
2018-08-31T01:00:00Z,0.46,R,9,R,2018-08-31,1,2018-08-01,2018-08-26
2018-08-31T00:00:00Z,1.03,R,11,R,2018-08-31,0,2018-08-01,2018-08-26
2018-08-30T23:00:00Z,1.18,R,11,R,2018-08-30,23,2018-08-01,2018-08-26
2018-08-30T22:00:00Z,1.29,R,11,R,2018-08-30,22,2018-08-01,2018-08-26
2018-08-30T21:00:00Z,2.57,R,11,R,2018-08-30,21,2018-08-01,2018-08-26
2018-08-30T20:00:00Z,3.49,R,13,R,2018-08-30,20,2018-08-01,2018-08-26
2018-08-30T19:00:00Z,2.21,R,14,R,2018-08-30,19,2018-08-01,2018-08-26
2018-08-30T18:00:00Z,1.19,R,14,R,2018-08-30,18,2018-08-01,2018-08-26
2018-08-30T17:00:00Z,1.61,R,17,R,2018-08-30,17,2018-08-01,2018-08-26
2018-08-30T16:00:00Z,0.89,R,19,R,2018-08-30,16,2018-08-01,2018-08-26
2018-08-30T15:00:00Z,1.17,R,20,R,2018-08-30,15,2018-08-01,2018-08-26
2018-08-30T14:00:00Z,0.81,R,20,R,2018-08-30,14,2018-08-01,2018-08-26
2018-08-30T13:00:00Z,0.92,R,20,R,2018-08-30,13,2018-08-01,2018-08-26
2018-08-30T12:00:00Z,0.78,R,20,R,2018-08-30,12,2018-08-01,2018-08-26
2018-08-30T11:00:00Z,0.33,R,19,R,2018-08-30,11,2018-08-01,2018-08-26
2018-08-30T10:00:00Z,0.77,R,18,R,2018-08-30,10,2018-08-01,2018-08-26
2018-08-30T09:00:00Z,0.78,R,18,R,2018-08-30,9,2018-08-01,2018-08-26
2018-08-30T08:00:00Z,0.83,R,17,R,2018-08-30,8,2018-08-01,2018-08-26
2018-08-30T07:00:00Z,2.4,R,16,R,2018-08-30,7,2018-08-01,2018-08-26
2018-08-30T06:00:00Z,0.4,R,16,R,2018-08-30,6,2018-08-01,2018-08-26
2018-08-30T05:00:00Z,0.85,R,13,R,2018-08-30,5,2018-08-01,2018-08-26
2018-08-30T04:00:00Z,0.85,R,13,R,2018-08-30,4,2018-08-01,2018-08-26
2018-08-30T03:00:00Z,0.43,R,13,R,2018-08-30,3,2018-08-01,2018-08-26
2018-08-30T02:00:00Z,0.88,R,14,R,2018-08-30,2,2018-08-01,2018-08-26
2018-08-30T01:00:00Z,0.87,R,15,R,2018-08-30,1,2018-08-01,2018-08-26
2018-08-30T00:00:00Z,0.38,R,15,R,2018-08-30,0,2018-08-01,2018-08-26
2018-08-29T23:00:00Z,1.06,R,15,R,2018-08-29,23,2018-08-01,2018-08-26
2018-08-29T22:00:00Z,1.37,R,15,R,2018-08-29,22,2018-08-01,2018-08-26
2018-08-29T21:00:00Z,0.99,R,15,R,2018-08-29,21,2018-08-01,2018-08-26
2018-08-29T20:00:00Z,1.85,R,16,R,2018-08-29,20,2018-08-01,2018-08-26
2018-08-29T19:00:00Z,1.39,R,18,R,2018-08-29,19,2018-08-01,2018-08-26
2018-08-29T18:00:00Z,2.82,R,18,R,2018-08-29,18,2018-08-01,2018-08-26
2018-08-29T17:00:00Z,1.45,R,18,R,2018-08-29,17,2018-08-01,2018-08-26
2018-08-29T16:00:00Z,0.8,R,19,R,2018-08-29,16,2018-08-01,2018-08-26
2018-08-29T15:00:00Z,0.81,R,19,R,2018-08-29,15,2018-08-01,2018-08-26
2018-08-29T14:00:00Z,0.29,R,22,R,2018-08-29,14,2018-08-01,2018-08-26
2018-08-29T13:00:00Z,0.77,R,21,R,2018-08-29,13,2018-08-01,2018-08-26
2018-08-29T12:00:00Z,0.79,R,20,R,2018-08-29,12,2018-08-01,2018-08-26
2018-08-29T11:00:00Z,0.3,R,21,R,2018-08-29,11,2018-08-01,2018-08-26
2018-08-29T10:00:00Z,1.01,R,22,R,2018-08-29,10,2018-08-01,2018-08-26
2018-08-29T09:00:00Z,0.97,R,21,R,2018-08-29,9,2018-08-01,2018-08-26
2018-08-29T08:00:00Z,1.11,R,21,R,2018-08-29,8,2018-08-01,2018-08-26
2018-08-29T07:00:00Z,2.01,R,20,R,2018-08-29,7,2018-08-01,2018-08-26
2018-08-29T06:00:00Z,0.49,R,19,R,2018-08-29,6,2018-08-01,2018-08-26
2018-08-29T05:00:00Z,0.97,R,17,R,2018-08-29,5,2018-08-01,2018-08-26
2018-08-29T04:00:00Z,0.51,R,16,R,2018-08-29,4,2018-08-01,2018-08-26
2018-08-29T03:00:00Z,1.02,R,17,R,2018-08-29,3,2018-08-01,2018-08-26
2018-08-29T02:00:00Z,0.97,R,19,R,2018-08-29,2,2018-08-01,2018-08-26
2018-08-29T01:00:00Z,0.5,R,18,R,2018-08-29,1,2018-08-01,2018-08-26
2018-08-29T00:00:00Z,1.04,R,19,R,2018-08-29,0,2018-08-01,2018-08-26
2018-08-28T23:00:00Z,1.07,R,19,R,2018-08-28,23,2018-08-01,2018-08-26
2018-08-28T22:00:00Z,0.52,R,20,R,2018-08-28,22,2018-08-01,2018-08-26
2018-08-28T21:00:00Z,1.33,R,21,R,2018-08-28,21,2018-08-01,2018-08-26
2018-08-28T20:00:00Z,2.49,R,24,R,2018-08-28,20,2018-08-01,2018-08-26
2018-08-28T19:00:00Z,0.73,R,24,R,2018-08-28,19,2018-08-01,2018-08-26
2018-08-28T18:00:00Z,0.92,R,25,R,2018-08-28,18,2018-08-01,2018-08-26
2018-08-28T17:00:00Z,2.7,R,26,R,2018-08-28,17,2018-08-01,2018-08-26
2018-08-28T16:00:00Z,2.48,R,27,R,2018-08-28,16,2018-08-01,2018-08-26
2018-08-28T15:00:00Z,0.78,R,28,R,2018-08-28,15,2018-08-01,2018-08-26
2018-08-28T14:00:00Z,1.2,R,29,R,2018-08-28,14,2018-08-01,2018-08-26
2018-08-28T13:00:00Z,1.21,R,28,R,2018-08-28,13,2018-08-01,2018-08-26
2018-08-28T12:00:00Z,1.33,R,26,R,2018-08-28,12,2018-08-01,2018-08-26
2018-08-28T11:00:00Z,1.78,R,26,R,2018-08-28,11,2018-08-01,2018-08-26
2018-08-28T10:00:00Z,1.21,R,25,R,2018-08-28,10,2018-08-01,2018-08-26
2018-08-28T09:00:00Z,1.25,R,23,R,2018-08-28,9,2018-08-01,2018-08-26
2018-08-28T08:00:00Z,2.13,R,22,R,2018-08-28,8,2018-08-01,2018-08-26
2018-08-28T07:00:00Z,1,R,21,R,2018-08-28,7,2018-08-01,2018-08-26
2018-08-28T06:00:00Z,0.42,R,21,R,2018-08-28,6,2018-08-01,2018-08-26
2018-08-28T05:00:00Z,0.95,R,20,R,2018-08-28,5,2018-08-01,2018-08-26
2018-08-28T04:00:00Z,0.5,R,20,R,2018-08-28,4,2018-08-01,2018-08-26
2018-08-28T03:00:00Z,0.57,R,20,R,2018-08-28,3,2018-08-01,2018-08-26
2018-08-28T02:00:00Z,1.18,R,20,R,2018-08-28,2,2018-08-01,2018-08-26
2018-08-28T01:00:00Z,0.66,R,20,R,2018-08-28,1,2018-08-01,2018-08-26
2018-08-28T00:00:00Z,1.26,R,20,R,2018-08-28,0,2018-08-01,2018-08-26
2018-08-27T23:00:00Z,0.58,R,20,R,2018-08-27,23,2018-08-01,2018-08-26
2018-08-27T22:00:00Z,1.28,R,21,R,2018-08-27,22,2018-08-01,2018-08-26
2018-08-27T21:00:00Z,0.83,R,19,R,2018-08-27,21,2018-08-01,2018-08-26
2018-08-27T20:00:00Z,1.42,R,19,R,2018-08-27,20,2018-08-01,2018-08-26
2018-08-27T19:00:00Z,0.83,R,20,R,2018-08-27,19,2018-08-01,2018-08-26
2018-08-27T18:00:00Z,1.81,R,21,R,2018-08-27,18,2018-08-01,2018-08-26
2018-08-27T17:00:00Z,0.63,R,23,R,2018-08-27,17,2018-08-01,2018-08-26
2018-08-27T16:00:00Z,1.15,R,25,R,2018-08-27,16,2018-08-01,2018-08-26
2018-08-27T15:00:00Z,1.66,R,25,R,2018-08-27,15,2018-08-01,2018-08-26
2018-08-27T14:00:00Z,0.71,R,27,R,2018-08-27,14,2018-08-01,2018-08-26
2018-08-27T13:00:00Z,1.21,R,27,R,2018-08-27,13,2018-08-01,2018-08-26
2018-08-27T12:00:00Z,1.28,R,27,R,2018-08-27,12,2018-08-01,2018-08-26
2018-08-27T11:00:00Z,0.94,R,26,R,2018-08-27,11,2018-08-01,2018-08-26
2018-08-27T10:00:00Z,1.33,R,25,R,2018-08-27,10,2018-08-01,2018-08-26
2018-08-27T09:00:00Z,0.73,R,25,R,2018-08-27,9,2018-08-01,2018-08-26
2018-08-27T08:00:00Z,1.5,R,24,R,2018-08-27,8,2018-08-01,2018-08-26
2018-08-27T07:00:00Z,3.44,R,23,R,2018-08-27,7,2018-08-01,2018-08-26
2018-08-27T06:00:00Z,0.82,R,20,R,2018-08-27,6,2018-08-01,2018-08-26
2018-08-27T05:00:00Z,0.94,R,19,R,2018-08-27,5,2018-08-01,2018-08-26
2018-08-27T04:00:00Z,0.52,R,18,R,2018-08-27,4,2018-08-01,2018-08-26
2018-08-27T03:00:00Z,0.86,R,19,R,2018-08-27,3,2018-08-01,2018-08-26
2018-08-27T02:00:00Z,0.91,R,19,R,2018-08-27,2,2018-08-01,2018-08-26
2018-08-27T01:00:00Z,0.49,R,19,R,2018-08-27,1,2018-08-01,2018-08-26
2018-08-27T00:00:00Z,1.3,R,19,R,2018-08-27,0,2018-08-01,2018-08-26
2018-08-26T23:00:00Z,1.34,R,19,R,2018-08-26,23,2018-08-01,2018-08-26
2018-08-26T22:00:00Z,0.87,R,19,R,2018-08-26,22,2018-08-01,2018-08-26
2018-08-26T21:00:00Z,4.01,R,20,R,2018-08-26,21,2018-08-01,2018-08-26
2018-08-26T20:00:00Z,4.26,R,19,R,2018-08-26,20,2018-08-01,2018-08-26
2018-08-26T19:00:00Z,1.19,R,19,R,2018-08-26,19,2018-08-01,2018-08-26
2018-08-26T18:00:00Z,2.7,R,20,R,2018-08-26,18,2018-08-01,2018-08-26
2018-08-26T17:00:00Z,1.71,R,20,R,2018-08-26,17,2018-08-01,2018-08-26
2018-08-26T16:00:00Z,3.68,R,20,R,2018-08-26,16,2018-08-01,2018-08-26
2018-08-26T15:00:00Z,2.18,R,22,R,2018-08-26,15,2018-08-01,2018-08-26
2018-08-26T14:00:00Z,0.93,R,23,R,2018-08-26,14,2018-08-01,2018-08-26
2018-08-26T13:00:00Z,0.44,R,23,R,2018-08-26,13,2018-08-01,2018-08-26
2018-08-26T12:00:00Z,1.07,R,24,R,2018-08-26,12,2018-08-01,2018-08-26
2018-08-26T11:00:00Z,0.43,R,25,R,2018-08-26,11,2018-08-01,2018-08-26
2018-08-26T10:00:00Z,2.54,R,25,R,2018-08-26,10,2018-08-01,2018-08-26
2018-08-26T09:00:00Z,2.32,R,22,R,2018-08-26,9,2018-08-01,2018-08-26
2018-08-26T08:00:00Z,1.5,R,21,R,2018-08-26,8,2018-08-01,2018-08-26
2018-08-26T07:00:00Z,1.31,R,20,R,2018-08-26,7,2018-08-01,2018-08-26
2018-08-26T06:00:00Z,0.43,R,18,R,2018-08-26,6,2018-08-01,2018-08-26
2018-08-26T05:00:00Z,0.94,R,16,R,2018-08-26,5,2018-08-01,2018-08-26
2018-08-26T04:00:00Z,0.93,R,15,R,2018-08-26,4,2018-08-01,2018-08-26
2018-08-26T03:00:00Z,0.44,R,16,R,2018-08-26,3,2018-08-01,2018-08-26
2018-08-26T02:00:00Z,0.99,R,16,R,2018-08-26,2,2018-08-01,2018-08-26
2018-08-26T01:00:00Z,0.55,R,17,R,2018-08-26,1,2018-08-01,2018-08-26
2018-08-26T00:00:00Z,1.11,R,16,R,2018-08-26,0,2018-08-01,2018-08-26
2018-08-25T23:00:00Z,0.8,R,17,R,2018-08-25,23,2018-08-01,2018-08-19
2018-08-25T22:00:00Z,1.23,R,18,R,2018-08-25,22,2018-08-01,2018-08-19
2018-08-25T21:00:00Z,1.34,R,20,R,2018-08-25,21,2018-08-01,2018-08-19
2018-08-25T20:00:00Z,1.67,R,19,R,2018-08-25,20,2018-08-01,2018-08-19
2018-08-25T19:00:00Z,2.05,R,19,R,2018-08-25,19,2018-08-01,2018-08-19
2018-08-25T18:00:00Z,0.86,R,21,R,2018-08-25,18,2018-08-01,2018-08-19
2018-08-25T17:00:00Z,0.63,R,23,R,2018-08-25,17,2018-08-01,2018-08-19
2018-08-25T16:00:00Z,0.92,R,25,R,2018-08-25,16,2018-08-01,2018-08-19
2018-08-25T15:00:00Z,0.46,R,27,R,2018-08-25,15,2018-08-01,2018-08-19
2018-08-25T14:00:00Z,0.83,R,27,R,2018-08-25,14,2018-08-01,2018-08-19
2018-08-25T13:00:00Z,0.39,R,28,R,2018-08-25,13,2018-08-01,2018-08-19
2018-08-25T12:00:00Z,0.97,R,27,R,2018-08-25,12,2018-08-01,2018-08-19
2018-08-25T11:00:00Z,0.86,R,26,R,2018-08-25,11,2018-08-01,2018-08-19
2018-08-25T10:00:00Z,0.84,R,24,R,2018-08-25,10,2018-08-01,2018-08-19
2018-08-25T09:00:00Z,3.59,R,23,R,2018-08-25,9,2018-08-01,2018-08-19
2018-08-25T08:00:00Z,2.57,R,21,R,2018-08-25,8,2018-08-01,2018-08-19
2018-08-25T07:00:00Z,1.39,R,20,R,2018-08-25,7,2018-08-01,2018-08-19
2018-08-25T06:00:00Z,0.86,R,17,R,2018-08-25,6,2018-08-01,2018-08-19
2018-08-25T05:00:00Z,0.37,R,16,R,2018-08-25,5,2018-08-01,2018-08-19
2018-08-25T04:00:00Z,0.86,R,14,R,2018-08-25,4,2018-08-01,2018-08-19
2018-08-25T03:00:00Z,0.42,R,15,R,2018-08-25,3,2018-08-01,2018-08-19
2018-08-25T02:00:00Z,1,R,15,R,2018-08-25,2,2018-08-01,2018-08-19
2018-08-25T01:00:00Z,1.05,R,16,R,2018-08-25,1,2018-08-01,2018-08-19
2018-08-25T00:00:00Z,0.42,R,17,R,2018-08-25,0,2018-08-01,2018-08-19
2018-08-24T23:00:00Z,0.94,R,18,R,2018-08-24,23,2018-08-01,2018-08-19
2018-08-24T22:00:00Z,0.56,R,18,R,2018-08-24,22,2018-08-01,2018-08-19
2018-08-24T21:00:00Z,1.19,R,19,R,2018-08-24,21,2018-08-01,2018-08-19
2018-08-24T20:00:00Z,1.73,R,19,R,2018-08-24,20,2018-08-01,2018-08-19
2018-08-24T19:00:00Z,1.15,R,19,R,2018-08-24,19,2018-08-01,2018-08-19
2018-08-24T18:00:00Z,1.49,R,20,R,2018-08-24,18,2018-08-01,2018-08-19
2018-08-24T17:00:00Z,1.27,R,23,R,2018-08-24,17,2018-08-01,2018-08-19
2018-08-24T16:00:00Z,0.5,R,25,R,2018-08-24,16,2018-08-01,2018-08-19
2018-08-24T15:00:00Z,0.96,R,25,R,2018-08-24,15,2018-08-01,2018-08-19
2018-08-24T14:00:00Z,0.51,R,25,R,2018-08-24,14,2018-08-01,2018-08-19
2018-08-24T13:00:00Z,1.08,R,25,R,2018-08-24,13,2018-08-01,2018-08-19
2018-08-24T12:00:00Z,0.54,R,25,R,2018-08-24,12,2018-08-01,2018-08-19
2018-08-24T11:00:00Z,1.03,R,24,R,2018-08-24,11,2018-08-01,2018-08-19
2018-08-24T10:00:00Z,1.04,R,22,R,2018-08-24,10,2018-08-01,2018-08-19
2018-08-24T09:00:00Z,1.09,R,20,R,2018-08-24,9,2018-08-01,2018-08-19
2018-08-24T08:00:00Z,0.61,R,18,R,2018-08-24,8,2018-08-01,2018-08-19
2018-08-24T07:00:00Z,2.07,R,17,R,2018-08-24,7,2018-08-01,2018-08-19
2018-08-24T06:00:00Z,1.67,R,16,R,2018-08-24,6,2018-08-01,2018-08-19
2018-08-24T05:00:00Z,0.91,R,15,R,2018-08-24,5,2018-08-01,2018-08-19
2018-08-24T04:00:00Z,0.45,R,14,R,2018-08-24,4,2018-08-01,2018-08-19
2018-08-24T03:00:00Z,0.93,R,14,R,2018-08-24,3,2018-08-01,2018-08-19
2018-08-24T02:00:00Z,0.9,R,14,R,2018-08-24,2,2018-08-01,2018-08-19
2018-08-24T01:00:00Z,0.44,R,14,R,2018-08-24,1,2018-08-01,2018-08-19
2018-08-24T00:00:00Z,0.91,R,16,R,2018-08-24,0,2018-08-01,2018-08-19
2018-08-23T23:00:00Z,1.12,R,16,R,2018-08-23,23,2018-08-01,2018-08-19
2018-08-23T22:00:00Z,0.71,R,16,R,2018-08-23,22,2018-08-01,2018-08-19
2018-08-23T21:00:00Z,1.16,R,16,R,2018-08-23,21,2018-08-01,2018-08-19
2018-08-23T20:00:00Z,1.26,R,16,R,2018-08-23,20,2018-08-01,2018-08-19
2018-08-23T19:00:00Z,1.2,R,16,R,2018-08-23,19,2018-08-01,2018-08-19
2018-08-23T18:00:00Z,2.5,R,17,R,2018-08-23,18,2018-08-01,2018-08-19
2018-08-23T17:00:00Z,0.98,R,20,R,2018-08-23,17,2018-08-01,2018-08-19
2018-08-23T16:00:00Z,0.94,R,21,R,2018-08-23,16,2018-08-01,2018-08-19
2018-08-23T15:00:00Z,0.45,R,21,R,2018-08-23,15,2018-08-01,2018-08-19
2018-08-23T14:00:00Z,0.99,R,22,R,2018-08-23,14,2018-08-01,2018-08-19
2018-08-23T13:00:00Z,2,R,20,R,2018-08-23,13,2018-08-01,2018-08-19
2018-08-23T12:00:00Z,0.94,R,20,R,2018-08-23,12,2018-08-01,2018-08-19
2018-08-23T11:00:00Z,0.83,R,21,R,2018-08-23,11,2018-08-01,2018-08-19
2018-08-23T10:00:00Z,0.91,R,21,R,2018-08-23,10,2018-08-01,2018-08-19
2018-08-23T09:00:00Z,1,R,20,R,2018-08-23,9,2018-08-01,2018-08-19
2018-08-23T08:00:00Z,2.2,R,18,R,2018-08-23,8,2018-08-01,2018-08-19
2018-08-23T07:00:00Z,6.06,R,16,R,2018-08-23,7,2018-08-01,2018-08-19
2018-08-23T06:00:00Z,2.28,R,15,R,2018-08-23,6,2018-08-01,2018-08-19
2018-08-23T05:00:00Z,0.77,R,12,R,2018-08-23,5,2018-08-01,2018-08-19
2018-08-23T04:00:00Z,0.44,R,12,R,2018-08-23,4,2018-08-01,2018-08-19
2018-08-23T03:00:00Z,0.85,R,12,R,2018-08-23,3,2018-08-01,2018-08-19
2018-08-23T02:00:00Z,0.48,R,14,R,2018-08-23,2,2018-08-01,2018-08-19
2018-08-23T01:00:00Z,0.81,R,15,R,2018-08-23,1,2018-08-01,2018-08-19
2018-08-23T00:00:00Z,0.88,R,15,R,2018-08-23,0,2018-08-01,2018-08-19
2018-08-22T23:00:00Z,0.42,R,16,R,2018-08-22,23,2018-08-01,2018-08-19
2018-08-22T22:00:00Z,0.89,R,16,R,2018-08-22,22,2018-08-01,2018-08-19
2018-08-22T21:00:00Z,0.92,R,16,R,2018-08-22,21,2018-08-01,2018-08-19
2018-08-22T20:00:00Z,1.43,R,17,R,2018-08-22,20,2018-08-01,2018-08-19
2018-08-22T19:00:00Z,2.36,R,17,R,2018-08-22,19,2018-08-01,2018-08-19
2018-08-22T18:00:00Z,1.6,R,18,R,2018-08-22,18,2018-08-01,2018-08-19
2018-08-22T17:00:00Z,3.25,R,19,R,2018-08-22,17,2018-08-01,2018-08-19
2018-08-22T16:00:00Z,0.54,R,20,R,2018-08-22,16,2018-08-01,2018-08-19
2018-08-22T15:00:00Z,0.91,R,20,R,2018-08-22,15,2018-08-01,2018-08-19
2018-08-22T14:00:00Z,0.93,R,21,R,2018-08-22,14,2018-08-01,2018-08-19
2018-08-22T13:00:00Z,0.46,R,21,R,2018-08-22,13,2018-08-01,2018-08-19
2018-08-22T12:00:00Z,0.95,R,22,R,2018-08-22,12,2018-08-01,2018-08-19
2018-08-22T11:00:00Z,0.93,R,20,R,2018-08-22,11,2018-08-01,2018-08-19
2018-08-22T10:00:00Z,0.46,R,19,R,2018-08-22,10,2018-08-01,2018-08-19
2018-08-22T09:00:00Z,1.06,R,18,R,2018-08-22,9,2018-08-01,2018-08-19
2018-08-22T08:00:00Z,1.62,R,17,R,2018-08-22,8,2018-08-01,2018-08-19
2018-08-22T07:00:00Z,1.5,R,17,R,2018-08-22,7,2018-08-01,2018-08-19
2018-08-22T06:00:00Z,0.84,R,17,R,2018-08-22,6,2018-08-01,2018-08-19
2018-08-22T05:00:00Z,0.44,R,17,R,2018-08-22,5,2018-08-01,2018-08-19
2018-08-22T04:00:00Z,0.88,R,17,R,2018-08-22,4,2018-08-01,2018-08-19
2018-08-22T03:00:00Z,0.33,R,17,R,2018-08-22,3,2018-08-01,2018-08-19
2018-08-22T02:00:00Z,0.78,R,18,R,2018-08-22,2,2018-08-01,2018-08-19
2018-08-22T01:00:00Z,1.03,R,19,R,2018-08-22,1,2018-08-01,2018-08-19
2018-08-22T00:00:00Z,0.72,R,20,R,2018-08-22,0,2018-08-01,2018-08-19
2018-08-21T23:00:00Z,1.2,R,20,R,2018-08-21,23,2018-08-01,2018-08-19
2018-08-21T22:00:00Z,2.76,R,21,R,2018-08-21,22,2018-08-01,2018-08-19
2018-08-21T21:00:00Z,2.68,R,21,R,2018-08-21,21,2018-08-01,2018-08-19
