"Nombre de bureaux de vote";"Nombre de bureaux de vote complétés";"Taux de bureaux de vote complétés";"Nombre de votes valides";"Nombre de votes rejetés";"Nombre de votes exercés";"Nombre d'électeurs inscrits";"Taux total de participation";"Nombre de circonscriptions";"Nombre de circonscriptions avec résultats";"Nombre de circonscriptions sans résultat";"Taux de circonscriptions sans résultat";"Résultats finaux";"Dernière date de mise à jour au format ISO 8601"
"21897";"21897";"100.0";"4112700";"56316";"4169016";"6302789";"66.1348";"125";"125";"0";"0.0";"true";"2022-10-04T18:27:03,000-04:00"
